#Date/Time of Update: 2019-10-18 15:42:32 GMT,#Game ID,#Game Date,#Game Time,#Schedule Status,#Played Status,#Current Period,#Current Period Seconds Remaining,#Current Intermission,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Away Score,#Home Score Total,#Quarter 1 Away Score,#Quarter 1 Home Score,#Quarter 2 Away Score,#Quarter 2 Home Score,#Quarter 3 Away Score,#Quarter 3 Home Score,#Quarter 4 Away Score,#Quarter 4 Home Score,#Quarter 5 Away Score,#Quarter 5 Home Score,#Quarter 6 Away Score,#Quarter 6 Home Score,#Quarter 7 Away Score,#Quarter 7 Home Score
,42167,2017-10-30,01:00:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,98,UTA,Utah,Jazz,92,Vivint Smart Home Arena,89,104,27,21,26,23,15,32,21,28,,,,,,,,,,,,
,42168,2017-10-30,02:00:00 GMT,NORMAL,COMPLETED,,,,81,TOR,Toronto,Raptors,97,POR,Portland,Trail Blazers,91,Moda Center,99,85,29,29,25,6,27,26,18,24,,,,,,,,,,,,
,42169,2017-10-30,02:30:00 GMT,NORMAL,COMPLETED,,,,101,GSW,Golden State,Warriors,102,LAC,Los Angeles,Clippers,25,Staples Center,141,113,34,28,40,29,33,29,34,27,,,,,,,,,,,,
,42170,2017-10-31,23:00:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,87,IND,Indiana,Pacers,81,Bankers Life Fieldhouse,83,101,13,24,17,31,18,14,35,32,,,,,,,,,,,,
,42171,2017-10-31,23:30:00 GMT,NORMAL,COMPLETED,,,,104,PHX,Phoenix,Suns,84,BRO,Brooklyn,Nets,78,Barclays Center,122,114,30,24,29,29,28,35,35,26,,,,,,,,,,,,
,42172,2017-10-31,00:00:00 GMT,NORMAL,COMPLETED,,,,96,OKL,Oklahoma City,Thunder,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,110,91,31,23,29,19,25,22,25,27,,,,,,,,,,,,
,42173,2017-10-31,02:30:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,105,LAL,Los Angeles,Lakers,25,Staples Center,93,113,22,25,23,33,27,29,21,26,,,,,,,,,,,,
,42174,2017-11-01,23:00:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,124,107,30,28,32,33,30,24,32,22,,,,,,,,,,,,
,42175,2017-11-01,23:00:00 GMT,NORMAL,COMPLETED,,,,91,ATL,Atlanta,Hawks,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,109,119,25,34,32,25,36,34,16,26,,,,,,,,,,,,
,42176,2017-11-01,23:00:00 GMT,NORMAL,COMPLETED,,,,90,MIL,Milwaukee,Bucks,93,CHA,Charlotte,Hornets,87,Spectrum Center,121,126,32,25,25,35,31,28,33,38,,,,,,,,,,,,
